"","norms","count","words","length"
"30347","enoorstu",2,"urosteon",8
"30348","enoos",2,"noose",5
"30349","enoos",2,"osone",5
"30350","enoossttu",2,"ostentous",9
"30351","enoossttu",2,"sostenuto",9
"30356","enoppry",2,"propyne",7
"30357","enoppry",2,"pyropen",7
"30358","enoprr",2,"pernor",6
"30359","enoprr",2,"perron",6
"30360","enoprru",2,"proneur",7
"30361","enoprru",2,"purrone",7
"30362","enoprtt",2,"portent",7
"30363","enoprtt",2,"torpent",7
"30364","enopst",2,"pontes",6
"30365","enopst",2,"posnet",6
"30366","enopy",2,"peony",5
"30367","enopy",2,"poney",5
"30368","enor",2,"oner",4
"30369","enor",2,"rone",4
"30370","enorrs",2,"snorer",6
"30371","enorrs",2,"sorner",6
"30375","enorrtuv",2,"overturn",8
"30376","enorrtuv",2,"turnover",8
"30377","enorruv",2,"overrun",7
"30378","enorruv",2,"runover",7
"30388","enorstt",2,"snotter",7
"30389","enorstt",2,"stentor",7
"30400","enortt",2,"rotten",6
"30401","enortt",2,"terton",6
"30402","enorty",2,"torney",6
"30403","enorty",2,"tyrone",6
"30407","enory",2,"eryon",5
"30408","enory",2,"onery",5
"30409","enos",2,"enos",4
"30410","enos",2,"nose",4
"30415","enostt",2,"ostent",6
"30416","enostt",2,"teston",6
"30417","enot",2,"note",4
"30418","enot",2,"tone",4
"30419","enov",2,"nevo",4
"30420","enov",2,"oven",4
"30427","enox",2,"exon",4
"30428","enox",2,"oxen",4
"30429","enp",2,"nep",3
"30430","enp",2,"pen",3
"30431","enpru",2,"perun",5
"30432","enpru",2,"prune",5
"30433","enptuw",2,"unwept",6
"30434","enptuw",2,"upwent",6
"30435","enrrtu",2,"return",6
"30436","enrrtu",2,"turner",6
"30437","enrru",2,"rerun",5
"30438","enrru",2,"runer",5
"30442","enrsu",2,"nurse",5
"30443","enrsu",2,"resun",5
"30444","enrt",2,"rent",4
"30445","enrt",2,"tern",4
"30449","enru",2,"ruen",4
"30450","enru",2,"rune",4
"30451","enry",2,"ryen",4
"30452","enry",2,"yern",4
"30453","ens",2,"ens",3
"30454","ens",2,"sen",3
"30458","enstu",2,"unset",5
"30459","enstu",2,"usent",5
"30460","enstuv",2,"unvest",6
"30461","enstuv",2,"venust",6
"30462","ensuv",2,"nevus",5
"30463","ensuv",2,"venus",5
"30464","ensux",2,"nexus",5
"30465","ensux",2,"unsex",5
"30469","ent",2,"net",3
"30470","ent",2,"ten",3
"30471","entty",2,"netty",5
"30472","entty",2,"tenty",5
"30473","entw",2,"newt",4
"30474","entw",2,"went",4
"30475","enuz",2,"unze",4
"30476","enuz",2,"zenu",4
"30477","enw",2,"new",3
"30478","enw",2,"wen",3
"30482","eoopprs",2,"opposer",7
"30483","eoopprs",2,"propose",7
"30484","eoopptty",2,"optotype",8
"30485","eoopptty",2,"topotype",8
"30486","eooprrt",2,"protore",7
"30487","eooprrt",2,"trooper",7
"30488","eooprtv",2,"overpot",7
"30489","eooprtv",2,"overtop",7
"30490","eooptyz",2,"ozotype",7
"30491","eooptyz",2,"zootype",7
"30498","eop",2,"ope",3
"30499","eop",2,"poe",3
"30500","eopp",2,"pepo",4
"30501","eopp",2,"pope",4
"30502","eopprrstu",2,"resupport",9
"30503","eopprrstu",2,"supporter",9
"30504","eopprstu",2,"pteropus",8
"30505","eopprstu",2,"stoppeur",8
"30506","eopprsu",2,"peropus",7
"30507","eopprsu",2,"purpose",7
"30508","eoppry",2,"popery",6
"30509","eoppry",2,"pyrope",6
"30510","eopr",2,"pore",4
"30511","eopr",2,"rope",4
"30515","eoprrst",2,"sporter",7
"30516","eoprrst",2,"strepor",7
"30536","eoprstt",2,"protest",7
"30537","eoprstt",2,"spotter",7
"30548","eoprsy",2,"eryops",6
"30549","eoprsy",2,"osprey",6
"30563","eopss",2,"posse",5
"30564","eopss",2,"speos",5
"30565","eopssu",2,"esopus",6
"30566","eopssu",2,"spouse",6
"30577","eoqrstu",2,"questor",7
"30578","eoqrstu",2,"torques",7
"30582","eoqtu",2,"quote",5
"30583","eoqtu",2,"toque",5
"30587","eorrsstu",2,"tressour",8
"30588","eorrsstu",2,"trousers",8
"30593","eorrstu",2,"rouster",7
"30594","eorrstu",2,"trouser",7
"30595","eorrsu",2,"rouser",6
"30596","eorrsu",2,"sourer",6
"30606","eorrw",2,"rerow",5
"30607","eorrw",2,"rower",5
"30612","eorsst",2,"retoss",6
"30613","eorsst",2,"tosser",6
"30618","eorssu",2,"serous",6
"30619","eorssu",2,"souser",6
"30626","eorstt",2,"sotter",6
"30627","eorstt",2,"testor",6
"30628","eorsttt",2,"stotter",7
"30629","eorsttt",2,"stretto",7
"30634","eorstv",2,"stover",6
"30635","eorstv",2,"strove",6
"30640","eorsty",2,"oyster",6
"30641","eorsty",2,"rosety",6
"30642","eorsv",2,"servo",5
"30643","eorsv",2,"verso",5
"30650","eort",2,"rote",4
"30651","eort",2,"tore",4
"30655","eorttu",2,"tourte",6
"30656","eorttu",2,"touter",6
"30668","eorty",2,"royet",5
"30669","eorty",2,"toyer",5
"30670","eortz",2,"terzo",5
"30671","eortz",2,"tozer",5
"30672","eorv",2,"over",4
"30673","eorv",2,"rove",4
"30674","eorw",2,"ower",4
"30675","eorw",2,"wore",4
"30682","eosstu",2,"sesuto",6
"30683","eosstu",2,"setous",6
"30684","eosttu",2,"outset",6
"30685","eosttu",2,"setout",6
"30686","eostv",2,"ovest",5
"30687","eostv",2,"stove",5
"30691","eoty",2,"eyot",4
"30692","eoty",2,"yote",4
"30693","eow",2,"owe",3
"30694","eow",2,"woe",3
"30695","eoy",2,"yeo",3
"30696","eoy",2,"yoe",3
"30697","eppr",2,"prep",4
"30698","eppr",2,"repp",4
"30699","epprsu",2,"supper",6
"30700","epprsu",2,"uppers",6
"30701","epr",2,"per",3
"30702","epr",2,"rep",3
"30703","eprrsu",2,"purser",6
"30704","eprrsu",2,"spruer",6
"30705","eprrsuu",2,"pursuer",7
"30706","eprrsuu",2,"usurper",7
"30707","eprru",2,"purer",5
"30708","eprru",2,"purre",5
"30709","eprry",2,"perry",5
"30710","eprry",2,"pryer",5
"30711","eprs",2,"reps",4
"30712","eprs",2,"resp",4
"30713","eprst",2,"prest",5
"30714","eprst",2,"spret",5
"30719","eprsy",2,"pryse",5
"30720","eprsy",2,"spyer",5
"30721","eprt",2,"pert",4
"30722","eprt",2,"terp",4
"30723","eprty",2,"perty",5
"30724","eprty",2,"typer",5
"30728","eprxy",2,"prexy",5
"30729","eprxy",2,"pyrex",5
"30733","epss",2,"pess",4
"30734","epss",2,"seps",4
"30742","epsw",2,"spew",4
"30743","epsw",2,"swep",4
"30744","epwy",2,"pewy",4
"30745","epwy",2,"wype",4
"30746","eqsuu",2,"equus",5
"30747","eqsuu",2,"usque",5
"30748","er",2,"er",2
"30749","er",2,"re",2
"30750","errsttu",2,"retrust",7
"30751","errsttu",2,"truster",7
"30752","errttu",2,"rutter",6
"30753","errttu",2,"turret",6
"30754","errty",2,"retry",5
"30755","errty",2,"terry",5
"30756","ers",2,"ers",3
"30757","ers",2,"ser",3
"30758","ersstu",2,"russet",6
"30759","ersstu",2,"tusser",6
"30766","erstttu",2,"stutter",7
"30767","erstttu",2,"tutster",7
"30772","erstuu",2,"suture",6
"30773","erstuu",2,"uterus",6
"30777","erstxy",2,"sextry",6
"30778","erstxy",2,"xyster",6
"30779","ersty",2,"resty",5
"30780","ersty",2,"strey",5
"30785","ersuu",2,"eurus",5
"30786","ersuu",2,"usure",5
"30787","erty",2,"trey",4
"30788","erty",2,"tyre",4
"30789","eru",2,"rue",3
"30790","eru",2,"ure",3
"30791","ery",2,"rye",3
"30792","ery",2,"yer",3
"30793","es",2,"es",2
"30794","es",2,"se",2
"30798","estty",2,"testy",5
"30799","estty",2,"tyste",5
"30800","estu",2,"stue",4
"30801","estu",2,"suet",4
"30802","estw",2,"stew",4
"30803","estw",2,"west",4
"30804","estwy",2,"stewy",5
"30805","estwy",2,"westy",5
"30806","esty",2,"stey",4
"30807","esty",2,"yest",4
"30808","esu",2,"sue",3
"30809","esu",2,"use",3
"30813","etu",2,"tue",3
"30814","etu",2,"ute",3
"30815","etw",2,"tew",3
"30816","etw",2,"wet",3
"30817","ety",2,"tye",3
"30818","ety",2,"yet",3
"30822","ey",2,"ey",2
"30823","ey",2,"ye",2
"30824","ffity",2,"fifty",5
"30825","ffity",2,"tiffy",5
"30826","fghilnsu",2,"flushing",8
"30827","fghilnsu",2,"lungfish",8
"30828","fgi",2,"fig",3
"30829","fgi",2,"gif",3
"30830","fgiillnrty",2,"flirtingly",10
"30831","fgiillnrty",2,"triflingly",10
"30832","fgiilnrt",2,"flirting",8
"30833","fgiilnrt",2,"trifling",8
"30834","fgiilnt",2,"fliting",7
"30835","fgiilnt",2,"lifting",7
"30836","fgiinst",2,"fisting",7
"30837","fgiinst",2,"sifting",7
"30838","fgilnotu",2,"flouting",8
"30839","fgilnotu",2,"outfling",8
"30840","fgilnow",2,"flowing",7
"30841","fgilnow",2,"fowling",7
"30842","fgilny",2,"flingy",6
"30843","fgilny",2,"flying",6
"30844","fginu",2,"fingu",5
"30845","fginu",2,"fungi",5
"30846","fglo",2,"flog",4
"30847","fglo",2,"golf",4
"30848","fgoo",2,"fogo",4
"30849","fgoo",2,"goof",4
"30850","fhiloops",2,"fishpool",8
"30851","fhiloops",2,"foolship",8
"30852","fhinooprt",2,"hintproof",9
"30853","fhinooprt",2,"hoofprint",9
"30854","fhinrsu",2,"furnish",7
"30855","fhinrsu",2,"runfish",7
"30856","fhiopps",2,"foppish",7
"30857","fhiopps",2,"fopship",7
"30858","fhirt",2,"firth",5
"30859","fhirt",2,"frith",5
"30860","fhllrtuuy",2,"hurtfully",9
"30861","fhllrtuuy",2,"ruthfully",9
"30862","fhlortuw",2,"worthful",8
"30863","fhlortuw",2,"wrothful",8
"30864","fhlrtuu",2,"hurtful",7
"30865","fhlrtuu",2,"ruthful",7
"30866","fhooott",2,"foothot",7
"30867","fhooott",2,"hotfoot",7
"30868","fhort",2,"forth",5
"30869","fhort",2,"froth",5
"30870","fhorty",2,"forthy",6
"30871","fhorty",2,"frothy",6
"30872","fhrsu",2,"frush",5
"30873","fhrsu",2,"shurf",5
"30874","fi",2,"fi",2
"30875","fi",2,"if",2
"30876","fiilmortu",2,"lituiform",9
"30877","fiilmortu",2,"trifolium",9
"30878","fiklstu",2,"kistful",7
"30879","fiklstu",2,"lutfisk",7
"30880","filmnosuu",2,"fulminous",9
"30881","filmnosuu",2,"sulfonium",9
"30882","filmoorrtu",2,"rotuliform",10
"30883","filmoorrtu",2,"toruliform",10
"30887","filptu",2,"tipful",6
"30888","filptu",2,"uplift",6
"30889","filt",2,"flit",4
"30890","filt",2,"lift",4
"30891","fimnor",2,"formin",6
"30892","fimnor",2,"inform",6
"30893","fimr",2,"firm",4
"30894","fimr",2,"frim",4
"30895","finort",2,"forint",6
"30896","finort",2,"fortin",6
"30897","finoru",2,"funori",6
"30898","finoru",2,"furoin",6
"30899","finoty",2,"notify",6
"30900","finoty",2,"tonify",6
"30901","fioprt",2,"forpit",6
"30902","fioprt",2,"profit",6
"30903","fioprty",2,"portify",7
"30904","fioprty",2,"torpify",7
"30905","fiottu",2,"fitout",6
"30906","fiottu",2,"outfit",6
"30907","firssuy",2,"fissury",7
"30908","firssuy",2,"russify",7
"30909","first",2,"first",5
"30910","first",2,"frist",5
"30911","firt",2,"frit",4
"30912","firt",2,"rift",4
"30913","fist",2,"fist",4
"30914","fist",2,"sift",4
"30915","flloptu",2,"plotful",7
"30916","flloptu",2,"topfull",7
"30917","flnruu",2,"unfurl",6
"30918","flnruu",2,"urnful",6
"30919","flo",2,"flo",3
"30920","flo",2,"lof",3
"30921","floo",2,"fool",4
"30922","floo",2,"loof",4
"30923","floru",2,"flour",5
"30924","floru",2,"fluor",5
"30925","flot",2,"flot",4
"30926","flot",2,"loft",4
"30927","flotuy",2,"outfly",6
"30928","flotuy",2,"toyful",6
"30929","floty",2,"lofty",5
"30930","floty",2,"oftly",5
"30934","fmor",2,"form",4
"30935","fmor",2,"from",4
"30936","fo",2,"fo",2
"30937","fo",2,"of",2
"30938","foo",2,"foo",3
"30939","foo",2,"ofo",3
"30946","forst",2,"forst",5
"30947","forst",2,"frost",5
"30948","fort",2,"fort",4
"30949","fort",2,"frot",4
"30950","fost",2,"soft",4
"30951","fost",2,"stof",4
"30952","fot",2,"fot",3
"30953","fot",2,"oft",3
"30954","fou",2,"fou",3
"30955","fou",2,"ouf",3
"30956","fru",2,"fur",3
"30957","fru",2,"urf",3
"30958","ggiilnr",2,"girling",7
"30959","ggiilnr",2,"rigling",7
"30960","gginor",2,"goring",6
"30961","gginor",2,"gringo",6
"30962","ghhit",2,"hight",5
"30963","ghhit",2,"thigh",5
"30964","ghhoorttuu",2,"outthrough",10
"30965","ghhoorttuu",2,"throughout",10
"30966","ghiillsty",2,"sightlily",9
"30967","ghiillsty",2,"slightily",9
"30968","ghilmnoosty",2,"hymnologist",11
"30969","ghilmnoosty",2,"smoothingly",11
"30970","ghilnty",2,"nightly",7
"30971","ghilnty",2,"thingly",7
"30972","ghiloopstty",2,"hypoglottis",11
"30973","ghiloopstty",2,"phytologist",11
"30974","ghilsty",2,"sightly",7
"30975","ghilsty",2,"slighty",7
"30976","ghin",2,"hing",4
"30977","ghin",2,"nigh",4
"30978","ghinnort",2,"inthrong",8
"30979","ghinnort",2,"northing",8
"30980","ghinoost",2,"shooting",8
"30981","ghinoost",2,"soothing",8
"30982","ghinors",2,"horsing",7
"30983","ghinors",2,"shoring",7
"30984","ghinortw",2,"ingrowth",8
"30985","ghinortw",2,"throwing",8
"30986","ghinost",2,"hosting",7
"30987","ghinost",2,"onsight",7
"30988","ghinostu",2,"shouting",8
"30989","ghinostu",2,"southing",8
"30996","ghint",2,"night",5
"30997","ghint",2,"thing",5
"30998","ghiostu",2,"goutish",7
"30999","ghiostu",2,"outsigh",7
"31003","ghis",2,"gish",4
"31004","ghis",2,"sigh",4
"31005","ghit",2,"gith",4
"31006","ghit",2,"thig",4
"31007","ghlou",2,"ghoul",5
"31008","ghlou",2,"lough",5
"31012","ghnotu",2,"hognut",6
"31013","ghnotu",2,"nought",6
"31014","ghortuy",2,"troughy",7
"31015","ghortuy",2,"yoghurt",7
"31016","ghos",2,"gosh",4
"31017","ghos",2,"shog",4
"31018","ghosty",2,"ghosty",6
"31019","ghosty",2,"hogsty",6
"31020","ghotu",2,"ought",5
"31021","ghotu",2,"tough",5
"31022","ghou",2,"hugo",4
"31023","ghou",2,"ough",4
"31024","ghrsu",2,"grush",5
"31025","ghrsu",2,"shrug",5
"31029","ghu",2,"hug",3
"31030","ghu",2,"ugh",3
"31031","giijnost",2,"jingoist",8
"31032","giijnost",2,"joisting",8
"31033","giiklnn",2,"inkling",7
"31034","giiklnn",2,"linking",7
"31035","giiklnrsty",2,"skirtingly",10
"31036","giiklnrsty",2,"strikingly",10
"31037","giiklnt",2,"kilting",7
"31038","giiklnt",2,"kitling",7
"31039","giiknnp",2,"kingpin",7
"31040","giiknnp",2,"pinking",7
"31041","giiknps",2,"pigskin",7
"31042","giiknps",2,"spiking",7
"31043","giiknrst",2,"skirting",8
"31044","giiknrst",2,"striking",8
"31045","giilmnp",2,"impling",7
"31046","giilmnp",2,"limping",7
"31047","giilmns",2,"simling",7
"31048","giilmns",2,"smiling",7
"31049","giilnn",2,"lignin",6
"31050","giilnn",2,"lining",6
"31051","giilnps",2,"sipling",7
"31052","giilnps",2,"spiling",7
"31053","giilnrt",2,"glitnir",7
"31054","giilnrt",2,"ritling",7
"31055","giilnrvy",2,"rivingly",8
"31056","giilnrvy",2,"virginly",8
"31057","giilnst",2,"listing",7
"31058","giilnst",2,"silting",7
"31062","giinor",2,"nigori",6
"31063","giinor",2,"origin",6
"31064","giinort",2,"ignitor",7
"31065","giinort",2,"rioting",7
"31066","giinrv",2,"riving",6
"31067","giinrv",2,"virgin",6
"31068","gikln",2,"glink",5
"31069","gikln",2,"kling",5
"31070","gikn",2,"gink",4
"31071","gikn",2,"king",4
"31072","giknnoo",2,"kongoni",7
"31073","giknnoo",2,"nooking",7
"31074","giknorw",2,"kingrow",7
"31075","giknorw",2,"working",7
"31076","gillnruy",2,"luringly",8
"31077","gillnruy",2,"rulingly",8
"31078","gillnu",2,"ulling",6
"31079","gillnu",2,"ungill",6
"31083","gilno",2,"lingo",5
"31084","gilno",2,"login",5
"31085","gilnoos",2,"loosing",7
"31086","gilnoos",2,"sinolog",7
"31087","gilnoot",2,"ilongot",7
"31088","gilnoot",2,"tooling",7
"31089","gilnopsy",2,"posingly",8
"31090","gilnopsy",2,"spongily",8
"31091","gilnotw",2,"lingtow",7
"31092","gilnotw",2,"twoling",7
"31093","gilnpu",2,"gulpin",6
"31094","gilnpu",2,"puling",6
"31095","gilnrstu",2,"lustring",8
"31096","gilnrstu",2,"rustling",8
"31097","gilnru",2,"ruling",6
"31098","gilnru",2,"urling",6
"31102","gilny",2,"lingy",5
"31103","gilny",2,"lying",5
"31104","gilo",2,"gilo",4
"31105","gilo",2,"goli",4
"31106","giloo",2,"igloo",5
"31107","giloo",2,"logoi",5
"31108","gilooopstt",2,"optologist",10
"31109","gilooopstt",2,"topologist",10
"31110","giloosty",2,"sitology",8
"31111","giloosty",2,"tsiology",8
"31112","gilpy",2,"gilpy",5
"31113","gilpy",2,"pigly",5
"31114","gim",2,"gim",3
"31115","gim",2,"mig",3
"31116","gimnost",2,"gnomist",7
"31117","gimnost",2,"mosting",7
"31118","gimnsu",2,"musing",6
"31119","gimnsu",2,"signum",6
"31123","ginnop",2,"ningpo",6
"31124","ginnop",2,"pignon",6
"31125","ginnors",2,"snoring",7
"31126","ginnors",2,"sorning",7
"31127","ginnprsuuu",2,"unpursuing",10
"31128","ginnprsuuu",2,"unusurping",10
"31129","ginnru",2,"unring",6
"31130","ginnru",2,"urning",6
"31131","ginoos",2,"isogon",6
"31132","ginoos",2,"songoi",6
"31133","ginopr",2,"poring",6
"31134","ginopr",2,"roping",6
"31135","ginoprstu",2,"outspring",9
"31136","ginoprstu",2,"sprouting",9
"31137","ginopsst",2,"postsign",8
"31138","ginopsst",2,"signpost",8
"31139","ginopst",2,"posting",7
"31140","ginopst",2,"stoping",7
"31141","ginorstu",2,"rousting",8
"31142","ginorstu",2,"stouring",8
"31150","ginorw",2,"ingrow",6
"31151","ginorw",2,"rowing",6
"31152","ginoy",2,"goyin",5
"31153","ginoy",2,"yogin",5
"31157","ginrtu",2,"ungirt",6
"31158","ginrtu",2,"untrig",6
"31159","ginrty",2,"trigyn",6
"31160","ginrty",2,"trying",6
"31164","ginry",2,"girny",5
"31165","ginry",2,"ringy",5
"31169","gio",2,"gio",3
"31170","gio",2,"goi",3
"31171","gioprssy",2,"gossipry",8
"31172","gioprssy",2,"gryposis",8
"31173","giorv",2,"vigor",5
"31174","giorv",2,"virgo",5
"31175","gip",2,"gip",3
"31176","gip",2,"pig",3
"31177","gipr",2,"grip",4
"31178","gipr",2,"prig",4
"31179","giprtu",2,"ripgut",6
"31180","giprtu",2,"upgirt",6
"31187","git",2,"git",3
"31188","git",2,"tig",3
"31189","gknoo",2,"kongo",5
"31190","gknoo",2,"ngoko",5
"31191","gknu",2,"gunk",4
"31192","gknu",2,"kung",4
"31193","glmnoooy",2,"monology",8
"31194","glmnoooy",2,"nomology",8
"31195","glnoooty",2,"ontology",8
"31196","glnoooty",2,"tonology",8
"31197","glnpuu",2,"ungulp",6
"31198","glnpuu",2,"unplug",6
"31199","glnu",2,"gunl",4
"31200","glnu",2,"lung",4
"31201","glo",2,"gol",3
"31202","glo",2,"log",3
"31203","gloo",2,"golo",4
"31204","gloo",2,"gool",4
"31205","glooopty",2,"optology",8
"31206","glooopty",2,"topology",8
"31207","glooptyy",2,"logotypy",8
"31208","glooptyy",2,"typology",8
"31209","gloos",2,"gools",5
"31210","gloos",2,"logos",5
"31211","glow",2,"glow",4
"31212","glow",2,"gowl",4
"31213","gloy",2,"gloy",4
"31214","gloy",2,"logy",4
"31215","glpu",2,"gulp",4
"31216","glpu",2,"plug",4
"31217","glru",2,"gurl",4
"31218","glru",2,"lurg",4
"31219","glu",2,"gul",3
"31220","glu",2,"lug",3
"31221","gmnou",2,"mungo",5
"31222","gmnou",2,"muong",5
"31223","gmu",2,"gum",3
"31224","gmu",2,"mug",3
"31225","gnnouuy",2,"unyoung",7
"31226","gnnouuy",2,"youngun",7
"31227","gno",2,"gon",3
"31228","gno",2,"nog",3
"31229","gnoppu",2,"oppugn",6
"31230","gnoppu",2,"popgun",6
"31231","gnorw",2,"grown",5
"31232","gnorw",2,"wrong",5
"31233","gnos",2,"snog",4
"31234","gnos",2,"song",4
"31235","gnost",2,"stong",5
"31236","gnost",2,"tongs",5
"31237","gnosy",2,"gonys",5
"31238","gnosy",2,"songy",5
"31239","gnotu",2,"tungo",5
"31240","gnotu",2,"ungot",5
"31241","gnow",2,"gown",4
"31242","gnow",2,"wong",4
"31243","gnru",2,"grun",4
"31244","gnru",2,"rung",4
"31245","gnsu",2,"snug",4
"31246","gnsu",2,"sung",4
"31247","gnu",2,"gnu",3
"31248","gnu",2,"gun",3
"31249","go",2,"go",2
"31250","go",2,"og",2
"31251","goop",2,"goop",4
"31252","goop",2,"pogo",4
"31253","goortt",2,"grotto",6
"31254","goortt",2,"torgot",6
"31258","gor",2,"gor",3
"31259","gor",2,"rog",3
"31260","gorsuy",2,"grousy",6
"31261","gorsuy",2,"gyrous",6
"31262","gort",2,"grot",4
"31263","gort",2,"trog",4
"31267","gos",2,"gos",3
"31268","gos",2,"sog",3
"31269","gost",2,"stog",4
"31270","gost",2,"togs",4
"31271","got",2,"got",3
"31272","got",2,"tog",3
"31273","gotu",2,"gout",4
"31274","gotu",2,"toug",4
"31275","gpu",2,"gup",3
"31276","gpu",2,"pug",3
"31277","grsuy",2,"gyrus",5
"31278","grsuy",2,"surgy",5
"31279","grtu",2,"gurt",4
"31280","grtu",2,"trug",4
"31281","gru",2,"gur",3
"31282","gru",2,"rug",3
"31283","gstu",2,"gust",4
"31284","gstu",2,"stug",4
"31285","gtu",2,"gut",3
"31286","gtu",2,"tug",3
"31287","hhis",2,"hish",4
"31288","hhis",2,"shih",4
"31289","hiikmns",2,"minkish",7
"31290","hiikmns",2,"nimkish",7
"31291","hiikmrss",2,"skirmish",8
"31292","hiikmrss",2,"smirkish",8
"31293","hiiknps",2,"kinship",7
"31294","hiiknps",2,"pinkish",7
"31295","hiiloopstz",2,"philozoist",10
"31296","hiiloopstz",2,"zoophilist",10
"31297","hiimns",2,"minish",6
"31298","hiimns",2,"nimshi",6
"31299","hiimpps",2,"impship",7
"31300","hiimpps",2,"pimpish",7
"31301","hiimst",2,"isthmi",6
"31302","hiimst",2,"timish",6
"31303","hiintw",2,"inwith",6
"31304","hiintw",2,"within",6
"31308","hijos",2,"joshi",5
"31309","hijos",2,"shoji",5
"31310","hikoprsw",2,"shipwork",8
"31311","hikoprsw",2,"workship",8
"31318","hillt",2,"illth",5
"31319","hillt",2,"thill",5
"31320","hilnooppsty",2,"polyphonist",11
"31321","hilnooppsty",2,"psilophyton",11
"31322","hilortwy",2,"worthily",8
"31323","hilortwy",2,"wrothily",8
"31324","hilostu",2,"lithous",7
"31325","hilostu",2,"loutish",7
"31326","hilosw",2,"lowish",6
"31327","hilosw",2,"owlish",6
"31331","hilpsu",2,"huspil",6
"31332","hilpsu",2,"pulish",6
"31333","hilsty",2,"hylist",6
"31334","hilsty",2,"slithy",6
"31335","hilt",2,"hilt",4
"31336","hilt",2,"lith",4
"31337","himnopsty",2,"hypnotism",9
"31338","himnopsty",2,"pythonism",9
"31339","himooprs",2,"isomorph",8
"31340","himooprs",2,"moorship",8
"31341","himoprs",2,"orphism",7
"31342","himoprs",2,"rompish",7
"31343","himoprsw",2,"shipworm",8
"31344","himoprsw",2,"wormship",8
"31345","himops",2,"mopish",6
"31346","himops",2,"ophism",6
"31347","himors",2,"hirmos",6
"31348","himors",2,"romish",6
"31349","hinoost",2,"inshoot",7
"31350","hinoost",2,"insooth",7
"31351","hinopstty",2,"hypnotist",9
"31352","hinopstty",2,"pythonist",9
"31353","hinossw",2,"snowish",7
"31354","hinossw",2,"whisson",7
"31364","hinsty",2,"shinty",6
"31365","hinsty",2,"snithy",6
"31366","hint",2,"hint",4
"31367","hint",2,"thin",4
"31368","hiopps",2,"popish",6
"31369","hiopps",2,"shippo",6
"31370","hiopssty",2,"phytosis",8
"31371","hiopssty",2,"typhosis",8
"31372","hiorsty",2,"history",7
"31373","hiorsty",2,"toryish",7
"31377","hiottuw",2,"outwith",7
"31378","hiottuw",2,"without",7
"31379","hip",2,"hip",3
"31380","hip",2,"phi",3
"31381","hippsu",2,"hippus",6
"31382","hippsu",2,"uppish",6
"31383","hips",2,"pish",4
"31384","hips",2,"ship",4
"31385","hipt",2,"phit",4
"31386","hipt",2,"pith",4
"31387","hirsty",2,"shirty",6
"31388","hirsty",2,"thyris",6
"31389","his",2,"his",3
"31390","his",2,"shi",3
